member_0,member_1,member_2,member_3,member_4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
6,9,5,6,4
6,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
6,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
2,9,5,6,4
0,9,5,6,4
3,9,5,6,5
0,9,5,6,4
2,9,5,6,4
6,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
0,9,5,6,4
3,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,5
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
3,9,5,6,5
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
3,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
3,9,5,6,5
6,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
6,9,5,6,5
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
2,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
2,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
3,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
2,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
6,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
6,9,5,6,4
3,9,5,6,4
6,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,5
6,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,5
0,9,5,6,4
6,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,5
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
2,9,5,6,4
0,9,5,6,5
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
6,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
3,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
2,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
6,9,5,6,4
0,9,5,6,4
3,9,5,6,5
6,9,5,6,5
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,5
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
0,9,5,6,4
6,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
6,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
2,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,5
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
6,9,5,6,5
6,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
3,9,5,6,5
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
2,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,5
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
3,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
6,9,5,6,4
6,9,5,6,4
0,9,5,6,4
2,9,5,6,4
2,9,5,6,4
3,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
3,9,5,6,5
6,9,5,6,4
0,9,5,6,4
0,9,5,6,5
0,9,5,6,5
0,9,5,6,4
0,9,5,6,4
0,9,5,6,4
