member_0,member_1,member_2,member_3,member_4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
4,4,3,1,4
4,4,3,1,0
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
0,0,3,1,0
4,4,3,1,0
0,4,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
5,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
5,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
5,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
4,4,3,1,4
5,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
4,4,3,1,0
0,0,3,1,0
0,0,3,1,0
4,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
4,4,3,1,4
0,0,3,1,0
4,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
4,4,3,1,4
4,4,3,1,4
0,0,3,1,0
0,0,3,1,4
5,0,3,1,4
0,0,3,1,0
0,4,3,1,4
0,0,3,1,0
0,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
4,4,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
5,4,3,1,4
0,4,3,1,0
5,0,3,1,4
4,4,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
5,0,3,1,0
4,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
5,4,3,1,4
0,0,3,1,0
4,4,3,1,4
0,4,3,1,4
4,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,4,3,1,0
0,0,3,1,0
0,4,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,4,3,1,0
0,0,3,1,0
0,0,3,1,0
4,4,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
4,4,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
4,4,3,1,3
4,0,3,1,0
0,0,3,1,0
0,0,3,1,4
5,0,3,1,4
0,0,3,1,0
0,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,4,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,3
0,0,3,1,0
4,0,3,1,4
5,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
4,4,3,1,4
0,0,3,1,0
5,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,4,3,1,0
5,0,3,1,0
0,4,3,1,4
0,0,3,1,4
0,0,3,1,0
4,4,3,1,4
4,4,3,1,3
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,4,3,1,0
4,4,3,1,0
5,0,3,1,0
4,4,3,1,4
4,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,4,3,1,3
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
4,4,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,4,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
4,4,3,1,4
5,0,3,1,0
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
5,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
5,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,3
4,4,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
4,4,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
4,4,3,1,0
0,0,3,1,0
4,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,3
0,0,3,1,0
0,0,3,1,0
0,0,3,1,3
0,0,3,1,4
4,4,3,1,4
5,4,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
4,4,3,1,0
0,0,3,1,0
0,0,3,1,4
0,4,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
4,0,3,1,4
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
0,0,3,1,4
4,4,3,1,4
0,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,4,3,1,0
0,4,3,1,4
4,0,3,1,4
0,4,3,1,4
5,4,3,1,4
0,0,3,1,4
0,0,3,1,4
4,0,3,1,4
0,4,3,1,4
5,0,3,1,4
0,0,3,1,0
4,4,3,1,4
5,4,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
4,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
4,4,3,1,4
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
5,0,3,1,4
5,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
4,4,3,1,0
4,4,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,4,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,4,3,1,3
0,0,3,1,0
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
5,0,3,1,4
0,0,3,1,0
5,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
5,0,3,1,4
4,4,3,1,4
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
5,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,4,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
5,0,3,1,4
0,4,3,1,4
0,4,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,3
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
5,0,3,1,4
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,4,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
4,0,3,1,4
0,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
0,0,3,1,0
0,0,3,1,0
4,0,3,1,4
0,0,3,1,4
4,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
5,0,3,1,0
0,0,3,1,0
4,0,3,1,0
0,0,3,1,4
0,0,3,1,0
4,0,3,1,4
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
0,0,3,1,4
4,4,3,1,4
0,0,3,1,0
0,0,3,1,4
4,4,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
4,4,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,4,3,1,0
0,0,3,1,4
4,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
0,0,3,1,0
5,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,4,3,1,4
0,4,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
5,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,4,3,1,0
5,0,3,1,4
4,4,3,1,4
4,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
4,4,3,1,0
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,4,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
4,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,4,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
4,0,3,1,4
4,4,3,1,0
4,4,3,1,4
0,0,3,1,0
5,0,3,1,4
0,0,3,1,0
4,4,3,1,4
5,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
4,4,3,1,4
0,4,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
4,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
0,0,3,1,3
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
4,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,4,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
5,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,4,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
4,4,3,1,4
4,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
0,4,3,1,4
0,4,3,1,0
0,0,3,1,4
5,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
0,0,3,1,0
5,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,4,3,1,4
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
4,4,3,1,0
0,0,3,1,4
5,4,3,1,4
0,0,3,1,0
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
5,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
4,0,3,1,4
5,0,3,1,0
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,4
0,0,3,1,4
0,4,3,1,0
0,0,3,1,0
0,0,3,1,0
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,4
0,0,3,1,0
0,0,3,1,4
0,4,3,1,0
0,0,3,1,0
0,0,3,1,0
4,4,3,1,4
0,0,3,1,0
