member_0,member_1,member_2,member_3,member_4
6,9,7,7,0
6,9,8,7,7
7,0,8,5,0
7,9,7,7,0
7,9,8,5,0
7,9,8,7,0
6,0,7,6,0
7,9,8,7,5
7,0,8,5,0
7,9,8,7,0
6,9,8,6,9
7,9,8,5,0
6,9,8,6,8
7,9,8,5,6
7,9,8,7,1
7,9,8,7,0
6,0,8,5,0
7,0,8,6,0
6,0,8,5,0
7,9,7,6,0
7,9,8,7,0
7,0,7,5,0
6,0,8,6,1
7,9,7,7,0
6,9,7,6,5
7,9,7,6,9
7,0,8,5,0
7,9,8,7,0
7,0,8,5,0
7,0,8,7,0
7,0,7,5,0
7,0,8,5,0
7,0,7,5,0
7,0,8,6,0
7,9,8,7,0
7,9,7,7,0
7,0,8,5,0
6,0,7,5,0
7,0,8,7,0
6,9,7,6,5
7,0,8,6,0
7,9,8,7,6
6,9,8,6,0
7,9,7,7,0
6,9,8,6,6
7,0,8,5,0
7,0,7,5,0
7,0,8,5,0
7,0,8,5,0
6,0,8,5,0
7,0,8,6,0
7,9,8,5,0
7,9,7,7,5
6,0,8,5,4
6,9,7,7,6
6,9,8,7,6
6,9,8,6,6
7,0,8,5,0
6,0,7,6,0
6,0,7,6,0
7,0,8,5,0
7,0,8,7,0
7,9,8,5,0
7,9,7,5,0
7,9,8,5,0
6,9,7,7,0
6,9,8,7,6
6,0,8,6,0
6,9,7,6,7
7,9,8,7,0
7,0,8,5,0
6,0,8,6,0
6,9,8,6,0
7,0,8,5,0
7,0,8,5,0
7,0,8,5,0
7,9,8,6,0
7,0,8,5,0
7,9,8,7,0
7,0,8,5,0
7,9,8,5,0
7,0,7,5,0
7,9,7,7,0
7,0,8,5,0
7,0,7,5,0
7,9,8,7,0
7,9,7,7,0
7,0,8,6,0
6,9,7,6,6
6,9,7,7,7
6,9,7,5,0
7,0,8,5,0
7,9,8,7,0
7,0,8,5,0
7,0,8,5,0
7,9,8,7,6
7,0,8,5,0
7,0,8,5,0
6,0,8,5,0
7,9,8,6,0
7,0,8,5,0
6,9,8,7,6
7,0,7,5,0
6,0,7,6,0
6,9,6,6,9
7,0,7,5,0
7,0,8,5,0
6,0,7,5,0
6,9,8,6,6
7,0,8,6,0
7,0,8,5,0
7,0,8,5,0
7,0,8,6,0
7,9,7,7,0
7,0,8,5,0
7,9,8,7,0
7,0,8,5,4
7,0,8,5,0
7,9,8,7,0
7,9,7,7,0
7,0,8,5,0
6,9,8,6,6
7,0,8,5,0
7,0,8,5,0
6,0,8,6,0
7,9,7,7,0
7,0,8,5,0
7,0,7,5,0
6,9,8,6,7
7,9,7,4,0
7,9,8,7,0
7,9,8,7,0
7,0,8,5,0
7,0,8,5,0
7,0,7,5,0
6,0,8,5,0
7,0,8,6,0
7,0,8,6,0
7,9,8,7,0
7,9,8,7,5
7,9,7,7,0
6,9,7,6,5
7,9,8,5,0
7,0,8,5,0
7,9,7,7,0
7,9,8,7,0
6,9,8,7,6
7,9,8,7,2
7,9,8,6,0
6,9,7,6,9
7,9,8,7,0
7,9,8,6,0
7,9,8,7,3
7,0,7,5,0
6,9,7,7,0
7,0,8,5,0
7,0,8,5,0
7,0,8,5,0
7,0,8,5,0
6,0,8,5,0
7,0,8,5,0
6,9,8,6,6
7,0,7,5,0
7,0,8,6,3
7,0,7,5,0
7,0,8,5,0
6,9,7,7,6
7,0,7,5,0
7,0,7,5,0
6,0,8,6,0
6,9,7,7,6
6,9,8,7,6
7,9,8,6,2
6,9,8,6,6
7,9,8,5,0
7,9,8,7,0
7,9,8,7,0
7,0,8,5,0
7,0,8,7,0
6,9,8,7,8
7,9,7,7,0
6,9,8,6,6
7,9,7,7,0
7,0,8,5,0
7,9,8,6,0
7,9,7,7,0
6,9,7,5,0
7,0,8,5,0
6,9,7,6,5
7,0,8,5,0
7,0,7,5,0
7,0,8,5,0
7,0,7,5,0
6,9,8,6,6
7,0,8,6,0
7,0,8,5,0
7,0,8,5,0
6,9,8,6,6
7,9,8,7,0
6,9,8,7,8
6,9,8,7,8
7,9,8,7,0
7,0,8,7,0
7,0,8,5,0
7,0,8,5,0
7,0,8,5,0
7,0,8,5,0
7,0,8,6,0
7,0,7,5,0
7,9,8,5,0
7,9,8,7,0
7,9,8,5,0
7,0,8,5,0
7,0,8,5,0
7,9,8,5,0
7,0,8,5,0
7,0,8,6,3
7,0,8,5,0
7,9,7,7,0
7,9,8,7,0
6,0,8,5,0
6,9,8,6,6
7,0,8,5,0
7,9,7,5,0
7,9,7,7,0
6,0,8,5,0
6,0,8,6,0
6,9,7,6,0
6,9,8,6,6
6,9,7,7,5
7,0,8,5,0
7,0,8,5,0
6,9,7,6,0
6,9,8,6,6
6,9,7,6,5
7,9,8,5,0
6,9,7,6,8
6,9,7,7,6
7,0,8,4,0
7,9,8,7,3
7,9,7,7,0
6,9,8,7,6
7,0,8,6,0
7,0,8,5,0
7,0,8,6,0
7,0,8,7,0
7,9,8,7,0
7,9,8,6,0
7,0,8,5,0
7,9,8,7,0
7,6,8,5,9
7,0,7,5,0
7,0,8,7,0
7,9,8,6,2
7,9,8,6,5
7,0,8,5,0
6,9,7,6,9
7,9,8,7,0
6,9,7,5,7
7,9,8,5,0
6,0,7,6,0
6,9,8,6,9
6,9,8,6,6
6,9,7,6,5
6,9,8,6,7
7,0,8,5,0
7,0,8,5,0
7,0,8,5,0
7,9,8,6,6
7,9,7,7,0
6,9,8,6,6
7,9,7,7,0
7,0,8,5,0
6,9,8,6,6
6,9,8,7,6
6,9,8,7,0
6,9,7,6,0
7,0,8,5,0
6,9,8,6,6
7,0,8,6,0
7,0,8,5,0
7,0,7,7,2
7,0,7,5,0
7,0,8,5,0
6,9,8,7,6
7,9,7,5,0
7,9,8,7,0
7,9,7,7,0
7,9,8,7,7
7,9,8,7,0
7,9,8,7,0
6,9,7,6,6
7,9,8,7,0
7,9,8,6,8
7,0,8,5,0
7,9,8,5,0
7,0,8,5,0
7,9,8,6,0
6,0,7,6,1
7,0,8,7,0
7,9,7,7,0
6,9,8,6,5
7,9,7,7,0
7,0,8,5,0
6,0,8,5,0
6,9,7,7,6
7,0,7,5,0
6,9,6,6,9
7,9,8,7,0
6,9,7,5,9
7,0,8,6,0
6,9,7,7,9
6,9,8,7,0
7,0,8,5,4
7,0,8,5,0
6,9,8,7,8
7,9,7,7,0
7,9,7,7,0
6,9,8,6,7
7,9,8,5,0
7,9,7,5,0
6,9,8,6,0
7,0,8,5,0
7,0,8,5,0
7,0,7,5,0
7,0,7,7,0
6,9,8,7,5
7,9,7,7,0
7,9,7,7,0
7,0,8,5,0
6,9,7,7,9
7,9,8,5,0
7,0,8,6,0
6,0,8,6,0
7,9,8,5,0
7,0,8,5,0
7,0,8,7,0
7,0,8,5,0
7,9,7,5,0
7,0,8,5,0
7,0,7,5,0
7,9,7,7,0
6,9,8,7,6
7,0,8,5,0
6,0,8,5,4
7,0,8,5,0
6,9,8,6,0
7,0,8,5,0
7,9,7,7,0
7,0,8,7,0
7,0,8,5,0
7,0,8,5,5
6,0,8,5,0
7,9,8,7,0
7,0,8,6,0
7,0,8,5,0
6,9,8,6,6
6,9,8,6,6
7,0,7,5,0
7,9,8,7,0
7,0,8,5,0
7,9,7,7,0
6,0,8,6,0
7,9,8,5,0
6,9,8,6,0
7,0,7,5,0
7,9,8,7,0
7,9,7,7,0
7,9,8,7,2
7,9,8,7,0
6,9,8,6,5
7,9,7,7,9
7,0,7,5,0
6,0,8,6,7
7,9,8,5,0
6,9,7,5,0
7,0,8,5,0
7,0,8,5,0
6,9,7,5,0
6,9,7,5,0
6,9,8,6,6
7,9,8,7,0
7,9,7,7,2
7,0,8,5,0
7,9,7,7,0
7,9,8,7,0
6,0,7,5,0
7,0,7,5,0
7,0,8,5,0
6,9,7,5,0
6,9,8,6,6
6,9,8,5,0
7,0,8,6,0
7,0,7,5,0
7,9,8,7,0
7,0,8,7,0
6,9,8,7,5
7,0,8,7,0
7,9,7,7,0
7,0,8,5,0
7,9,8,7,0
7,9,8,6,0
7,0,8,5,0
6,9,8,6,6
7,9,7,7,0
6,0,8,5,0
7,0,8,5,0
7,9,8,6,7
6,9,7,5,0
7,0,8,5,8
6,9,8,6,6
6,9,7,6,0
7,9,8,5,0
7,9,7,7,0
7,0,8,5,0
7,9,7,7,0
7,0,8,5,0
6,9,8,7,6
7,9,8,5,0
7,9,8,7,0
7,9,8,7,0
7,0,8,5,0
6,9,7,6,7
6,0,7,6,0
7,0,8,4,0
7,9,8,7,0
7,0,8,5,0
7,0,8,7,3
7,0,8,5,0
7,9,7,7,9
7,9,8,7,0
7,0,8,6,3
6,9,8,6,6
7,0,7,5,0
7,0,8,6,0
7,0,8,5,0
7,9,8,5,0
7,0,8,6,0
7,9,8,6,0
7,0,7,5,0
7,9,8,7,5
7,0,8,5,0
7,0,8,7,0
6,9,7,6,8
7,9,7,7,0
7,9,7,7,0
6,9,8,6,6
6,9,8,6,6
7,0,8,5,0
7,9,8,7,5
6,0,8,6,0
6,9,7,7,0
7,0,8,5,0
6,9,7,5,0
6,9,8,7,6
7,0,8,5,0
7,9,7,7,9
6,9,8,6,6
6,9,8,6,6
7,0,8,5,0
6,9,7,7,7
7,0,8,5,0
6,9,7,6,6
6,9,7,5,0
6,9,8,6,6
7,0,8,7,0
7,0,8,5,0
7,0,8,6,0
7,9,8,7,2
7,9,7,7,0
7,0,8,7,0
7,0,7,5,0
6,0,8,6,0
7,0,8,5,0
7,9,8,7,0
6,0,8,6,0
6,9,7,5,0
7,9,7,7,0
7,9,8,5,0
7,9,7,5,0
7,9,7,7,0
7,9,8,7,0
6,9,8,7,6
7,9,8,7,1
7,0,8,5,0
7,0,8,5,0
7,9,8,5,0
7,9,8,6,0
7,9,8,6,0
7,9,8,5,0
6,9,8,7,6
7,9,8,6,0
6,9,7,5,0
7,9,8,6,0
7,0,8,5,0
6,0,8,5,0
7,9,8,7,0
7,0,8,5,0
7,0,8,5,0
7,9,8,6,0
7,9,8,7,0
7,0,8,5,0
7,0,8,7,2
6,9,8,5,0
6,0,7,5,0
6,9,7,7,0
7,9,8,7,3
6,9,7,6,9
7,0,7,5,0
6,9,8,7,0
6,9,8,6,6
7,0,8,5,0
6,9,8,6,5
7,0,8,7,2
7,9,8,5,0
6,9,8,7,9
7,0,8,5,0
7,9,8,5,0
6,9,8,6,5
6,9,8,6,6
7,9,7,7,0
7,0,8,5,0
7,0,8,5,0
7,0,8,5,0
7,0,8,6,3
7,9,8,7,0
7,0,8,5,0
7,9,8,7,0
7,9,8,6,0
7,9,8,7,0
7,9,8,5,0
6,0,8,5,0
7,0,7,5,0
7,9,8,5,0
7,0,8,5,0
7,9,7,6,1
7,0,8,5,0
7,0,8,5,0
6,0,7,6,0
7,9,8,7,0
7,9,8,7,0
6,9,7,5,0
7,9,8,7,0
7,9,8,7,0
7,0,8,5,0
7,0,8,5,0
7,9,8,5,0
7,9,7,7,0
7,9,7,7,0
7,9,8,5,0
7,0,7,5,0
6,9,8,7,6
6,9,8,7,5
7,0,8,5,0
7,0,8,5,0
7,0,8,5,0
7,9,8,7,0
6,9,8,6,7
6,9,8,6,0
7,9,7,7,0
6,9,8,6,0
7,9,8,7,0
7,9,7,7,0
7,0,8,5,0
7,0,8,6,0
6,9,8,6,0
7,9,8,5,0
6,9,8,7,6
7,0,8,5,0
6,9,8,6,0
6,9,8,6,9
7,9,8,5,0
7,0,8,5,0
7,0,8,7,0
7,9,8,7,0
6,9,7,5,0
7,0,8,4,0
6,0,8,5,0
6,0,7,5,0
6,0,7,5,0
6,9,7,6,5
7,9,7,7,0
7,0,8,6,3
7,9,7,7,0
7,9,8,7,0
7,0,7,5,0
7,0,8,7,0
7,0,7,5,0
7,0,8,5,0
7,0,8,5,0
7,9,8,7,0
7,0,7,5,0
7,9,8,7,5
7,0,8,5,0
7,0,8,5,0
6,0,7,5,0
7,0,8,5,0
7,9,7,7,0
6,9,7,7,7
7,0,8,5,0
7,0,8,5,0
7,9,8,7,0
7,0,8,4,0
6,9,7,7,8
7,9,7,7,0
7,9,8,6,6
6,0,7,5,0
6,0,8,6,0
7,9,8,7,0
6,9,7,6,6
7,0,8,5,0
7,0,8,5,0
7,9,8,5,0
6,0,7,6,0
6,9,8,6,5
7,0,8,5,0
7,9,7,7,0
7,9,8,7,0
6,0,7,6,0
7,9,8,7,5
7,9,8,7,0
7,0,8,7,0
6,9,8,6,7
7,9,8,7,0
6,9,7,6,7
7,0,8,5,0
7,0,8,5,0
7,0,8,5,0
7,0,8,5,0
7,0,8,5,6
7,0,8,6,0
7,9,7,5,0
7,9,7,7,0
6,9,8,6,8
7,9,7,7,0
7,0,8,5,1
7,0,8,5,0
6,9,7,6,8
7,9,7,7,0
