member_0,member_1,member_2,member_3,member_4
0,9,5,8,7
5,0,7,7,7
5,9,6,4,7
5,0,7,4,6
0,0,7,8,6
6,9,6,8,7
0,9,7,4,6
6,2,7,4,7
0,7,7,8,7
0,0,7,8,6
5,9,6,8,7
5,0,7,8,6
0,0,7,7,7
0,9,7,8,6
5,9,6,4,7
0,0,6,8,7
0,0,7,8,6
0,0,7,7,7
0,0,7,8,6
5,0,6,8,7
0,9,7,8,6
5,9,6,4,7
5,9,7,4,6
5,9,6,8,7
0,0,6,8,7
0,0,7,4,6
6,9,7,8,6
5,9,6,8,7
6,9,7,8,6
0,0,6,8,7
0,9,6,8,7
5,0,7,8,6
0,0,7,7,7
0,9,6,8,7
5,9,6,8,7
0,9,6,8,7
6,9,7,8,6
5,9,6,8,7
0,9,7,8,6
5,9,6,8,7
5,9,7,8,6
7,9,7,7,7
0,9,6,8,7
0,0,7,8,6
0,0,7,8,6
7,9,7,7,8
7,9,7,7,8
6,9,7,8,6
5,9,6,8,7
5,0,7,8,6
0,9,7,8,6
5,9,5,7,7
5,9,6,4,7
5,0,6,4,7
0,0,7,8,6
0,0,7,8,6
6,9,6,4,7
6,9,6,8,7
0,9,6,8,7
6,9,7,4,6
0,0,8,8,6
7,9,7,7,9
0,0,7,8,6
0,9,7,8,6
0,0,7,8,6
6,9,6,8,7
0,0,7,8,6
5,9,7,8,6
5,9,5,8,7
6,9,5,8,7
5,0,7,8,6
0,0,7,8,6
0,0,7,8,6
0,0,7,8,7
0,9,7,7,7
0,0,7,8,7
5,9,6,8,7
0,9,6,8,7
5,9,6,8,7
0,9,7,8,6
0,9,7,8,6
5,9,5,8,7
5,9,6,8,7
0,0,7,8,6
0,0,7,4,7
5,0,7,8,6
6,6,6,8,7
5,9,6,8,7
5,0,6,8,7
6,9,5,4,7
0,0,6,8,7
5,0,7,8,6
6,0,7,7,7
0,0,7,7,9
0,0,7,8,6
6,9,5,4,7
0,0,7,8,7
0,9,6,7,7
0,0,7,8,6
0,0,7,8,6
0,0,7,8,6
0,0,7,8,6
0,0,6,7,7
0,0,7,8,6
0,9,6,8,7
0,9,7,8,6
0,0,7,8,6
5,9,6,8,7
6,9,7,8,6
0,0,7,8,6
6,9,6,8,7
0,0,7,8,6
0,0,7,8,6
6,9,6,7,7
0,0,7,8,7
0,0,7,8,6
0,9,7,8,7
5,0,7,8,6
6,0,7,4,6
6,9,6,8,7
0,0,7,8,6
5,9,6,8,7
7,0,7,7,9
6,0,7,8,6
0,0,7,8,6
0,0,7,8,6
6,9,7,4,6
0,0,7,8,6
6,9,7,8,6
6,9,6,8,7
5,0,5,5,7
5,0,7,8,6
0,0,7,8,6
6,9,6,8,7
6,9,6,8,7
6,9,6,8,7
5,9,5,8,7
0,0,7,8,6
0,9,6,8,7
6,9,6,8,7
6,9,6,4,7
0,0,7,8,6
5,0,6,8,7
7,9,7,7,8
5,0,6,8,7
0,0,7,7,7
0,0,7,8,7
5,9,6,4,7
6,9,6,4,7
6,0,6,7,7
0,0,7,8,6
0,0,7,8,6
6,9,7,8,6
5,9,6,8,7
7,0,7,7,7
5,0,6,8,7
5,9,5,8,7
0,0,6,8,7
0,0,7,7,7
5,0,6,8,7
5,9,6,4,7
0,0,7,8,6
6,0,7,7,7
0,0,7,7,7
5,0,7,8,6
0,0,7,8,6
0,0,7,8,6
0,0,7,8,6
5,0,6,4,7
0,0,7,8,6
5,9,6,4,7
5,0,7,7,7
0,0,7,7,6
5,0,6,4,7
5,9,5,8,7
0,9,7,8,6
5,9,6,8,7
0,0,7,8,7
5,0,6,8,7
0,0,7,8,6
5,9,6,4,7
0,0,9,7,5
0,0,7,8,7
0,9,6,8,7
0,0,7,8,6
5,0,6,8,7
6,9,6,8,7
0,0,7,8,7
6,9,7,4,6
0,0,7,8,6
0,0,7,8,6
5,0,6,4,7
0,0,7,8,6
6,9,6,4,7
0,0,7,8,6
0,0,7,7,7
6,9,6,7,7
0,0,7,8,7
0,0,7,4,6
5,9,6,4,7
5,9,6,4,7
5,0,7,4,6
0,0,7,8,6
5,0,6,8,7
0,0,7,8,6
5,9,6,8,7
0,9,6,7,7
0,0,7,4,6
5,9,5,8,7
0,0,6,8,7
0,0,7,8,6
0,0,7,8,7
5,0,7,8,6
0,0,7,8,6
0,0,6,8,7
5,9,7,7,6
0,0,7,7,6
0,9,7,8,7
6,9,6,8,7
5,0,5,8,7
0,9,7,8,6
5,9,5,8,7
5,0,6,8,7
0,9,6,8,7
0,0,7,8,6
0,0,7,8,6
0,9,7,8,6
6,9,7,4,6
5,0,7,8,6
0,0,7,8,6
5,9,6,4,7
0,0,7,8,6
0,9,7,8,6
0,0,7,8,6
5,9,6,8,7
0,0,7,8,6
0,0,7,8,7
0,0,7,7,7
0,9,7,8,6
5,9,7,8,6
0,0,7,8,6
0,9,5,8,7
0,0,7,8,7
0,0,7,8,6
0,9,7,7,7
0,0,7,8,7
0,9,7,8,7
5,0,7,8,7
0,0,7,8,6
0,9,7,8,6
5,9,6,8,7
0,0,7,8,6
0,9,7,8,6
0,9,6,8,7
0,9,7,8,6
0,0,7,8,6
5,9,6,4,7
9,0,7,7,8
6,9,6,4,7
0,0,7,8,6
0,0,8,8,6
6,1,7,8,7
5,9,5,4,7
6,9,6,8,7
0,0,7,8,6
0,9,7,8,6
0,0,7,7,7
5,9,6,8,7
5,9,5,8,7
5,9,5,8,7
5,0,6,4,7
5,0,7,8,6
0,0,7,8,6
5,0,6,8,7
0,0,7,8,7
0,9,7,8,6
0,0,7,8,6
0,0,7,7,6
5,9,6,7,7
0,0,7,8,7
5,0,7,8,6
0,0,7,8,6
0,0,8,8,6
0,0,7,8,6
7,9,6,7,7
6,9,7,8,6
5,9,6,4,7
0,0,7,8,6
0,0,6,7,7
0,9,7,8,6
0,0,7,8,6
5,9,5,8,7
6,9,5,4,7
0,0,7,8,6
5,9,6,8,7
0,9,7,8,6
7,9,6,8,7
5,0,7,8,6
0,9,7,8,6
0,9,7,8,6
5,9,6,4,7
5,0,6,8,7
0,9,7,8,6
0,0,7,8,6
6,9,5,4,7
0,0,7,8,6
0,0,7,7,7
0,9,6,8,7
0,0,7,8,6
0,0,6,8,7
5,9,6,4,7
5,9,6,8,7
0,0,7,7,7
0,0,8,8,6
5,9,7,8,6
0,0,7,8,7
0,9,6,8,7
0,9,7,8,6
5,9,5,8,7
5,9,6,8,7
6,9,6,7,7
6,9,6,8,7
5,9,6,4,7
5,9,6,8,7
0,0,7,8,6
0,0,7,8,7
5,0,6,8,7
0,0,7,8,6
6,9,5,8,7
0,9,7,8,6
0,0,7,8,6
0,9,7,8,7
5,0,7,4,6
0,9,7,7,7
5,0,6,8,7
0,9,7,8,6
0,0,7,8,6
5,9,6,4,7
5,0,6,8,7
0,0,7,8,6
0,9,6,8,7
0,0,7,8,6
6,9,6,8,7
0,9,7,8,6
0,9,6,8,7
0,0,7,8,6
0,9,7,8,6
0,0,6,8,7
0,9,6,8,7
5,0,7,4,6
0,9,7,8,6
0,9,6,8,7
6,9,6,4,7
6,0,6,7,7
5,0,6,8,7
0,0,8,8,7
6,9,6,8,7
5,9,6,8,7
6,9,6,4,7
5,9,6,4,7
0,0,6,8,7
5,0,7,4,6
0,9,7,8,6
0,0,6,8,7
0,0,7,8,6
0,9,6,8,7
0,9,7,8,6
5,0,7,8,6
5,9,5,7,7
7,0,7,7,7
0,0,7,7,6
5,9,6,8,7
0,0,7,8,6
0,0,7,8,7
5,9,6,8,7
0,0,7,7,7
6,9,6,8,7
6,9,7,8,6
5,0,6,8,7
0,0,7,8,7
0,0,7,7,7
0,0,6,7,7
5,9,5,4,7
6,9,5,4,7
0,0,6,8,7
5,0,6,8,7
6,9,7,8,6
0,9,7,8,6
0,0,6,8,7
0,0,7,8,6
5,9,6,8,7
0,0,7,7,8
5,9,6,4,7
0,0,7,8,6
0,9,7,8,7
5,9,6,8,7
5,0,6,4,7
0,0,7,8,7
7,0,7,7,8
0,0,7,8,6
6,9,7,8,6
5,0,7,8,6
0,5,6,8,7
0,0,7,8,7
6,9,7,4,6
0,0,7,8,7
5,0,6,8,7
0,0,7,8,7
5,9,6,8,7
5,0,7,4,6
6,0,6,7,7
0,9,7,8,6
6,9,6,8,7
0,0,7,8,6
8,9,6,7,7
5,0,6,8,7
6,0,6,4,7
5,9,6,8,7
0,0,7,8,6
9,9,6,7,7
0,9,6,8,7
0,9,7,8,6
5,0,7,8,6
0,9,6,8,7
5,0,6,8,7
0,0,7,8,6
0,0,7,8,6
5,9,6,8,7
5,0,7,4,6
5,0,7,8,6
0,0,7,8,6
5,9,6,8,7
0,0,6,8,7
5,9,6,7,7
0,0,7,8,6
0,0,7,8,6
0,9,7,7,6
0,9,7,8,6
0,9,7,8,6
0,9,5,8,7
6,9,6,8,7
5,0,7,8,7
0,0,7,8,6
0,0,7,8,6
0,0,7,8,7
5,0,6,8,7
5,0,6,8,7
6,9,6,8,7
0,0,6,8,7
0,0,7,8,6
5,9,6,8,7
0,0,7,7,8
0,0,7,8,6
0,0,7,8,6
0,0,7,8,6
6,9,6,4,7
5,0,6,4,7
0,0,7,7,7
0,0,8,8,6
0,0,7,8,7
0,0,7,8,6
0,9,7,8,6
0,0,7,8,6
6,9,6,8,7
0,0,7,4,6
0,9,7,8,6
6,9,6,8,7
7,0,6,7,7
0,0,7,8,7
0,0,8,8,6
7,9,7,7,6
6,9,6,4,7
6,9,6,4,7
0,0,7,8,6
0,0,6,8,7
5,9,6,8,7
7,9,7,7,8
5,0,7,8,6
0,9,6,8,7
0,0,7,7,7
5,9,7,4,6
5,9,6,8,7
0,9,7,8,6
0,0,7,7,7
0,9,6,7,7
6,9,7,8,6
5,0,7,8,6
0,9,6,8,7
5,0,6,8,7
5,9,5,8,7
5,0,6,8,7
0,9,7,8,6
0,0,7,8,6
6,9,6,8,7
5,9,6,4,7
5,9,6,8,7
0,0,7,4,7
0,9,7,8,6
0,9,7,8,6
0,0,7,8,6
0,0,6,7,7
6,9,5,9,7
0,0,7,8,6
5,9,6,4,7
7,9,7,7,8
6,9,6,4,7
6,9,6,8,7
5,0,6,8,7
0,0,7,8,6
0,9,8,8,6
0,0,7,8,6
5,9,6,8,7
0,0,7,8,6
5,9,6,8,7
0,0,7,8,7
0,0,7,8,6
0,0,7,4,6
0,0,7,8,6
5,0,5,8,7
0,0,6,8,7
0,9,7,7,7
0,0,7,8,7
5,9,6,4,7
0,0,7,8,7
5,0,6,8,7
0,0,6,8,7
5,0,7,4,6
6,9,7,4,6
0,0,6,8,7
5,0,6,8,7
0,0,7,8,6
5,0,7,8,7
5,0,7,4,6
5,9,7,8,6
0,0,7,8,6
6,9,7,8,6
5,9,6,4,7
5,0,7,8,6
0,0,7,8,7
0,0,7,7,7
0,0,6,8,7
7,0,8,7,7
0,9,6,8,7
5,0,6,8,7
0,9,6,8,7
0,0,7,8,7
0,0,7,4,6
0,0,7,8,6
7,0,7,7,9
5,9,6,4,7
0,0,7,8,6
0,0,7,8,6
6,9,7,4,6
6,9,6,8,7
5,0,7,8,6
0,9,6,8,7
0,9,7,8,6
6,9,7,8,7
6,9,6,8,7
0,0,7,8,6
0,0,6,8,7
0,9,7,8,6
5,9,6,8,7
5,0,7,8,6
0,9,7,8,6
5,9,6,8,7
0,0,7,8,6
0,0,7,8,6
0,0,7,8,6
5,9,6,4,7
5,0,6,8,7
0,9,6,8,7
0,0,7,8,6
5,9,6,8,7
7,0,7,7,7
0,0,6,7,7
5,9,5,4,7
6,0,7,8,6
0,0,5,8,7
0,0,7,8,6
6,9,7,8,6
0,0,7,8,6
6,0,6,7,7
5,0,7,8,6
5,0,6,4,7
5,9,6,8,7
0,0,7,8,6
0,0,7,8,7
6,9,6,8,7
5,0,6,8,7
5,0,7,8,6
0,0,7,8,6
0,0,6,8,7
0,0,7,7,8
6,9,5,4,7
0,0,7,8,6
0,0,7,8,7
5,9,6,8,7
6,9,6,8,7
5,0,7,8,6
0,0,7,8,6
5,0,7,8,6
0,0,7,8,7
0,0,7,8,6
6,9,6,8,7
0,9,6,8,7
0,0,7,7,7
5,9,6,8,7
5,0,6,8,7
0,0,7,8,6
0,9,7,8,6
5,0,7,8,6
5,9,6,8,7
0,0,7,8,6
5,0,6,8,7
5,0,7,8,6
0,0,7,8,6
5,9,6,8,7
5,9,6,8,7
0,9,7,8,7
0,0,7,8,6
0,9,7,8,6
0,0,7,8,7
0,9,7,8,6
5,9,6,4,7
0,9,7,8,6
0,9,6,8,7
0,0,7,8,6
0,9,6,8,7
6,9,6,4,7
0,0,7,8,7
0,9,7,8,7
0,9,7,8,6
5,0,7,8,6
5,9,5,8,7
0,0,7,8,6
0,9,7,8,6
0,0,7,8,6
0,9,7,7,7
1,9,6,4,7
5,9,6,8,7
0,9,7,8,6
0,0,7,8,6
6,9,6,8,7
5,9,6,4,7
0,0,7,8,6
0,0,7,8,6
6,9,6,8,7
5,9,5,7,7
5,0,7,8,6
5,9,5,7,7
0,9,7,8,6
6,9,6,4,7
0,0,7,8,7
6,9,6,8,7
5,0,6,8,7
0,0,6,8,7
5,0,7,8,6
0,0,7,8,6
6,9,6,8,7
0,0,7,8,6
0,9,7,8,6
0,9,6,7,7
0,0,7,8,6
6,0,7,7,6
5,0,6,8,7
0,0,7,8,7
6,9,7,8,6
6,9,7,7,7
6,9,7,8,6
6,9,6,8,7
0,9,7,7,7
0,9,7,8,6
5,9,6,8,7
5,0,6,8,7
7,6,6,4,7
0,0,7,8,7
5,0,7,8,6
9,0,6,7,7
6,0,6,7,7
0,9,6,8,7
0,0,6,8,7
0,2,7,8,7
0,0,7,8,6
5,0,6,8,7
6,9,6,8,7
0,0,7,7,7
6,9,7,4,6
6,9,5,4,7
0,0,8,8,6
6,9,7,8,6
6,0,7,7,7
5,9,5,8,7
5,9,6,8,7
0,0,7,8,6
0,0,7,4,6
0,0,8,8,6
5,9,5,8,7
0,0,7,8,6
5,0,7,8,6
5,9,6,8,7
0,9,7,8,6
0,0,7,8,6
0,0,7,8,6
0,0,6,8,7
0,0,7,8,6
6,9,6,8,7
5,0,7,8,6
0,0,7,8,7
6,0,7,7,6
0,0,6,8,7
0,0,7,8,6
0,0,7,8,6
0,9,7,8,6
0,9,7,8,6
0,9,7,8,6
6,9,6,8,7
6,9,7,8,6
0,0,7,8,6
5,0,6,8,7
0,9,7,8,6
0,0,7,8,7
0,9,7,8,7
0,9,6,8,7
0,0,7,8,6
0,0,7,8,7
5,9,6,8,7
0,0,7,8,6
0,0,7,8,6
0,0,7,8,7
5,9,5,8,7
6,0,7,7,8
5,0,7,8,6
0,0,7,8,6
0,0,6,4,7
0,0,7,8,6
5,0,7,8,6
5,0,7,4,6
5,9,5,8,7
0,0,7,8,7
0,0,7,8,6
0,0,7,8,6
0,9,6,8,7
0,0,7,8,7
0,0,7,8,6
0,0,7,8,6
0,0,8,8,6
5,9,6,8,7
5,0,7,8,6
0,0,6,8,7
5,9,7,8,6
6,9,5,5,7
0,0,7,8,6
0,9,7,8,7
0,9,7,8,7
0,0,7,8,6
0,9,7,8,7
6,9,6,4,7
5,0,6,8,7
0,0,7,8,6
6,9,7,8,6
0,9,7,8,6
0,0,7,7,8
0,9,7,8,6
0,0,7,8,6
6,0,7,4,6
0,0,7,8,6
0,0,6,7,7
5,0,7,8,7
5,9,5,8,7
0,0,7,8,7
0,0,7,8,6
7,9,7,8,6
0,9,6,8,7
5,0,7,8,6
0,0,7,4,6
0,0,7,8,6
0,0,7,7,7
5,0,6,8,7
6,9,6,4,7
6,9,6,4,7
0,0,7,8,6
6,9,6,4,7
0,0,6,8,7
0,0,7,8,6
0,0,7,7,6
0,0,7,8,6
5,0,7,8,6
0,9,8,8,6
0,9,7,8,6
0,0,7,8,6
0,0,7,8,7
0,0,7,8,7
0,0,7,8,6
0,0,7,4,6
0,0,7,8,6
0,4,7,4,7
0,0,7,8,6
0,0,7,8,7
0,0,7,8,6
6,9,6,4,7
6,9,6,8,7
6,3,6,4,7
5,0,7,8,6
5,0,6,8,7
5,0,7,8,6
0,0,7,8,6
6,9,6,8,7
5,9,6,8,7
0,0,7,8,6
7,0,7,7,8
6,9,6,4,7
5,9,6,4,7
6,9,6,8,7
5,0,7,8,6
6,9,6,8,7
0,0,7,8,6
0,0,7,8,6
0,0,7,8,6
0,0,7,8,7
5,9,6,8,7
6,9,5,4,7
5,9,6,8,7
5,9,6,4,7
6,9,6,4,7
6,9,7,4,6
6,9,7,8,6
0,0,7,8,7
5,9,6,8,7
0,0,7,7,7
0,0,7,8,6
0,0,7,8,6
0,0,7,8,6
0,9,7,8,6
5,0,5,8,7
5,0,6,8,7
0,0,7,8,6
0,9,7,8,6
0,9,6,8,7
5,0,6,8,7
5,0,7,8,6
5,0,6,8,7
0,0,6,8,7
0,0,7,8,6
0,0,7,8,7
5,0,6,8,7
0,0,7,8,6
0,0,7,8,7
0,0,7,8,6
0,0,7,8,6
0,0,7,8,6
0,0,7,8,6
5,9,5,8,7
0,0,7,8,6
0,0,7,7,6
5,0,7,8,6
0,0,7,8,6
0,0,7,8,7
6,9,7,4,6
5,9,6,8,7
6,9,6,4,7
6,9,6,4,7
6,9,6,4,7
0,0,7,8,6
6,9,7,4,6
6,9,7,8,6
0,0,7,8,6
5,0,6,8,7
6,9,7,8,6
0,9,7,8,6
0,0,7,8,6
5,0,6,4,7
0,9,7,8,6
0,0,7,8,6
5,9,6,8,7
0,0,8,8,6
6,9,7,4,6
0,0,7,7,7
0,0,7,8,6
0,0,7,8,6
0,0,7,8,6
5,0,6,8,7
0,0,6,8,7
0,9,7,8,6
5,9,6,8,7
0,0,7,8,6
0,0,5,8,7
0,0,7,8,6
5,9,5,8,7
5,0,7,4,6
0,0,7,8,7
0,0,7,8,6
0,0,7,8,6
0,9,7,8,6
5,9,6,4,7
5,9,6,8,7
5,0,6,8,7
0,0,7,8,6
0,0,7,8,6
5,0,6,8,7
0,0,7,8,6
5,0,6,8,7
0,9,7,8,6
6,9,7,4,6
6,9,6,8,7
7,9,6,7,7
6,9,5,4,7
0,9,7,8,6
0,0,7,8,6
5,0,7,8,6
6,9,6,4,7
