member_0,member_1,member_2,member_3,member_4
7,9,8,6,7
4,0,8,6,0
6,0,8,6,0
7,0,8,5,1
7,0,8,5,3
7,9,8,6,5
7,0,7,6,0
7,0,7,5,0
7,9,8,7,0
5,0,7,5,8
7,9,8,5,0
7,9,7,6,0
7,9,8,6,0
5,0,8,6,0
7,0,8,5,9
4,0,7,6,0
6,0,7,5,0
7,0,7,5,0
6,0,7,5,6
7,0,8,5,6
7,0,8,5,0
6,0,8,6,0
6,0,8,5,0
6,0,8,5,0
5,9,8,6,0
7,9,8,6,0
6,9,7,6,0
7,0,8,5,2
7,9,7,6,0
7,0,8,5,0
7,9,7,6,0
6,9,7,6,0
6,0,8,6,0
7,0,8,5,0
7,0,8,5,0
6,9,7,6,0
7,0,7,5,0
7,9,8,5,9
6,0,7,5,2
7,9,7,6,0
6,0,7,5,0
7,9,8,6,0
7,9,7,5,9
7,0,8,5,4
6,0,7,5,0
7,0,7,6,0
6,9,8,6,0
7,9,7,6,6
6,0,8,5,0
7,9,8,6,5
7,0,7,5,0
7,0,7,6,0
7,0,8,5,0
7,9,8,6,0
7,9,8,5,0
6,9,7,6,0
7,0,8,5,0
7,0,7,6,0
7,0,7,5,0
7,0,7,6,0
7,0,8,5,0
4,0,7,5,0
5,9,7,5,0
7,0,8,5,0
7,0,7,5,0
5,0,7,5,9
7,9,7,7,0
7,9,8,6,3
4,0,8,5,0
7,0,8,5,0
7,9,8,5,9
6,9,7,6,0
7,9,8,5,5
7,0,8,5,0
7,9,8,7,2
5,0,8,6,0
7,9,8,6,0
5,0,7,5,0
6,0,7,5,0
7,0,8,5,0
7,0,7,5,9
7,0,7,5,7
7,0,8,5,5
6,0,8,5,9
7,0,8,5,0
7,0,8,6,0
7,0,8,5,4
7,9,7,6,0
7,0,7,5,0
7,0,8,5,1
6,0,8,6,0
7,0,7,5,8
7,9,8,6,0
6,9,8,5,6
7,0,7,5,0
6,9,8,5,8
6,0,8,6,0
6,9,8,6,0
6,9,7,6,0
7,0,7,5,0
7,9,7,6,1
7,9,8,6,0
7,0,7,6,0
7,9,8,7,9
7,0,8,5,0
7,0,7,6,0
7,9,8,6,9
5,0,8,5,1
7,9,8,7,5
7,0,8,5,7
6,9,8,6,9
6,9,8,6,0
6,0,7,5,9
6,9,7,6,0
7,0,8,5,0
7,0,8,5,9
6,9,7,6,0
3,0,8,3,0
7,0,7,6,0
7,0,7,5,0
7,0,7,6,0
6,9,8,6,0
6,9,8,6,0
4,9,7,6,0
6,0,8,5,0
7,0,8,6,0
7,0,7,5,0
7,0,8,5,0
6,9,7,5,0
7,0,8,5,0
7,0,7,5,4
7,0,7,5,0
7,0,7,6,0
7,9,7,6,0
7,0,8,5,1
6,0,7,5,0
6,0,8,6,0
7,0,7,5,4
7,0,8,5,0
7,0,7,4,0
6,9,7,6,0
6,9,7,6,0
7,9,8,6,0
4,0,7,5,0
7,0,7,5,0
7,0,8,6,0
7,0,8,5,0
6,0,8,5,0
7,0,8,5,0
7,0,8,5,0
7,0,7,6,0
6,9,8,7,0
6,9,7,6,0
6,0,7,5,0
7,0,7,5,9
6,0,7,5,0
7,9,7,6,0
7,0,8,5,9
7,9,8,6,0
7,0,7,5,0
5,0,8,6,0
6,9,7,6,0
7,9,8,6,9
6,0,8,5,0
5,0,8,6,0
7,9,8,6,0
7,0,7,5,9
7,0,7,6,0
7,0,8,5,0
7,0,7,5,0
6,0,7,6,0
6,9,7,6,0
7,9,7,7,0
7,0,8,5,0
7,0,7,5,7
7,9,8,6,0
6,0,8,5,0
5,9,7,6,0
5,0,7,6,0
5,9,8,6,0
5,0,8,6,0
6,0,7,6,0
5,0,8,6,0
5,9,7,6,0
7,9,8,6,0
7,9,8,6,1
5,9,7,6,0
7,9,7,6,0
7,9,8,6,0
7,9,8,6,2
5,0,8,5,9
6,9,8,6,3
7,0,8,5,0
5,9,7,6,0
7,0,7,6,0
7,9,7,6,0
6,0,7,6,0
6,0,8,6,0
7,9,8,6,0
5,9,7,6,0
5,0,7,5,1
4,9,7,6,0
4,9,7,6,0
7,0,8,5,0
7,0,7,5,0
7,0,8,6,0
7,9,8,7,7
7,9,8,6,1
6,0,7,5,0
6,9,7,6,0
7,9,7,6,9
5,9,7,6,0
6,0,8,5,8
7,0,8,5,0
6,0,8,6,0
6,9,7,6,5
6,9,7,5,9
7,9,8,6,0
7,0,8,5,0
7,0,7,6,0
7,0,7,5,0
7,0,7,6,0
5,0,7,6,0
6,9,7,7,0
7,0,8,5,2
6,0,8,5,0
7,9,8,6,2
7,9,8,6,4
7,0,7,6,0
7,0,7,6,0
7,0,7,5,0
7,0,8,5,0
7,0,7,5,0
4,0,7,5,0
7,0,8,5,0
5,0,7,5,2
6,9,8,6,0
7,0,8,6,0
6,9,7,6,0
7,9,8,6,0
6,9,8,6,0
7,0,8,5,0
7,0,7,5,0
7,9,8,6,0
7,9,8,6,0
7,0,8,5,0
5,0,7,6,0
7,0,7,4,0
7,0,7,6,0
7,0,8,5,0
7,0,8,5,0
7,0,7,5,0
4,0,7,6,0
7,9,8,6,0
6,0,8,5,0
4,9,7,5,0
7,0,7,5,1
4,0,7,5,9
7,0,8,5,9
6,0,8,6,0
6,9,8,6,0
4,9,8,6,0
7,0,7,6,0
7,0,8,6,0
5,0,7,5,9
7,0,7,6,0
7,0,9,6,0
6,9,8,6,0
7,9,8,5,0
6,0,7,6,0
7,0,8,5,0
6,0,7,5,9
6,9,8,5,9
7,0,8,5,0
7,0,7,5,0
7,0,8,5,0
6,9,8,6,0
5,9,8,6,9
7,0,8,5,0
7,0,8,5,0
7,9,8,5,0
5,9,8,6,0
7,9,7,5,1
7,0,8,5,2
7,0,7,5,0
6,9,7,5,0
7,9,7,6,9
7,9,8,5,5
7,9,8,6,9
7,9,7,6,2
6,9,8,6,0
7,0,7,5,2
7,0,8,6,0
4,0,7,6,9
7,0,7,5,0
7,0,7,5,0
5,9,7,6,0
7,0,8,5,0
7,0,7,4,9
7,0,7,5,0
7,9,7,5,9
7,9,8,6,0
7,0,8,5,0
7,0,7,6,9
7,0,7,5,0
7,9,7,6,0
7,9,7,6,0
4,9,7,7,0
7,9,7,6,6
6,0,8,6,0
4,0,7,5,0
7,0,7,5,0
7,0,7,5,9
6,0,8,6,0
7,0,7,5,3
7,9,7,6,0
7,0,8,5,0
6,9,8,6,0
7,9,7,6,0
7,9,7,6,0
6,9,7,5,9
7,0,8,5,0
6,9,7,6,0
7,9,8,5,0
6,0,7,5,0
7,0,7,5,0
7,0,8,6,0
6,0,8,6,0
6,9,7,6,0
7,0,8,5,3
5,0,8,5,7
7,0,8,5,0
6,9,7,6,0
7,9,7,6,2
7,0,8,5,0
4,0,7,5,9
6,0,7,5,1
7,0,8,5,0
7,0,8,5,0
7,0,8,5,0
6,0,8,5,0
5,0,7,6,0
6,9,8,7,2
7,9,8,6,0
7,9,8,7,5
6,0,8,6,0
7,0,7,5,8
7,0,7,5,8
6,9,7,6,0
5,9,8,6,0
7,0,7,6,4
7,0,7,5,0
7,9,7,6,9
7,0,7,5,5
7,0,8,5,0
7,0,7,6,0
6,0,8,6,0
7,0,8,5,0
7,9,8,5,0
6,9,8,6,0
6,9,8,6,0
7,0,8,6,0
7,0,7,6,0
7,0,8,5,9
6,0,8,6,0
5,9,8,6,1
6,9,7,5,3
7,0,7,6,0
7,9,8,6,0
7,0,7,3,0
5,0,7,5,1
7,9,7,6,0
6,9,8,6,0
7,9,8,7,9
6,0,8,5,0
7,9,8,6,0
7,0,8,5,0
7,0,8,5,0
7,0,7,5,9
7,0,7,6,0
6,9,7,6,0
7,0,7,6,0
7,0,8,5,0
7,0,8,5,0
6,0,8,5,7
6,0,8,5,0
7,0,7,6,0
6,9,8,6,9
6,9,7,6,0
7,0,8,5,0
6,9,8,5,9
4,0,7,5,0
5,0,7,6,0
7,0,8,5,1
7,0,8,5,0
7,0,7,5,1
6,0,8,5,0
6,0,8,6,0
7,0,7,5,5
7,0,7,5,0
5,0,7,5,9
7,0,8,6,0
6,9,7,6,0
3,0,7,5,0
7,9,8,6,9
7,0,8,5,0
6,0,7,5,1
7,9,8,6,0
5,0,9,6,0
7,9,8,6,5
7,0,8,5,9
7,0,8,5,0
7,9,7,6,4
7,0,8,6,0
7,0,8,5,0
7,0,7,6,0
7,0,8,5,0
7,9,8,6,0
7,0,7,6,0
7,9,7,7,9
6,9,7,6,0
6,9,7,6,0
7,0,8,6,0
7,0,8,5,0
7,0,8,6,0
5,9,7,6,0
7,0,7,5,0
7,0,8,5,0
6,0,8,6,0
7,0,8,5,0
3,9,7,6,0
6,9,7,6,0
7,9,7,6,0
6,0,8,5,0
6,0,8,5,0
6,9,8,6,0
7,0,8,5,0
7,0,7,5,0
5,0,8,5,0
7,0,8,5,0
7,9,8,6,2
7,9,8,6,0
7,0,8,5,0
7,0,8,5,1
7,9,8,6,0
7,0,8,5,0
7,0,8,5,0
6,0,8,6,0
6,9,8,6,0
7,0,7,5,0
7,0,8,5,0
6,9,8,6,0
7,0,7,5,7
7,0,7,6,0
5,9,7,5,2
7,0,7,6,0
6,9,8,6,0
7,9,8,6,0
7,0,7,5,1
7,0,8,5,0
4,0,8,6,0
5,0,8,5,0
7,0,8,6,0
7,9,7,6,0
6,0,8,6,0
6,0,8,5,1
6,0,7,6,9
7,9,7,7,0
7,0,8,5,0
4,9,7,5,0
7,9,8,6,1
7,9,7,7,0
5,0,7,6,0
7,0,7,6,0
7,0,8,5,0
7,0,7,5,9
6,0,7,5,0
6,9,7,6,0
6,9,8,6,1
7,0,7,5,0
7,9,7,4,0
5,0,7,5,0
6,9,8,6,0
7,9,7,6,9
7,0,8,6,0
7,0,7,5,3
6,9,9,6,9
7,0,8,6,0
7,0,8,5,0
6,0,8,5,0
7,0,8,5,0
7,0,8,5,0
7,9,7,6,0
7,0,7,5,0
7,0,8,5,0
7,9,7,6,0
7,9,8,6,7
6,0,7,5,0
7,0,8,5,0
6,9,7,5,5
6,9,7,6,0
6,9,8,6,0
5,0,7,6,0
7,0,8,5,0
7,9,7,6,0
6,9,8,5,9
5,0,7,5,0
7,0,7,5,0
6,0,8,6,0
7,9,8,5,9
7,0,8,5,0
7,9,8,7,1
5,9,8,6,0
6,0,7,5,0
7,0,8,5,0
6,0,7,6,0
5,9,7,5,0
7,0,7,5,7
7,0,8,6,0
5,0,8,6,0
7,9,7,6,0
7,0,7,5,0
5,0,8,6,0
7,0,8,5,6
7,9,8,6,0
7,0,8,5,0
7,0,8,6,0
4,0,8,6,0
7,0,7,6,0
7,9,8,6,0
7,9,7,6,4
7,9,7,6,0
7,0,8,5,0
6,9,8,6,0
7,9,8,6,1
6,0,8,6,0
5,9,8,7,0
7,0,8,5,0
7,9,8,6,9
7,0,8,5,0
6,0,7,5,7
6,9,8,6,0
5,0,7,5,0
6,9,7,6,1
4,9,8,6,0
7,0,8,5,3
5,0,7,5,0
4,9,7,7,0
7,9,7,6,0
5,0,7,6,0
6,9,7,6,0
7,9,7,7,0
6,9,7,6,0
7,0,8,5,7
5,9,8,6,0
6,0,7,6,0
6,9,7,6,0
6,9,8,6,0
7,0,8,4,9
4,9,8,6,0
7,0,8,5,5
5,0,8,6,0
7,9,7,6,9
5,0,7,6,0
7,9,8,6,9
7,0,8,5,0
7,0,8,5,0
7,0,8,6,0
4,0,7,5,0
7,9,8,6,0
7,9,8,6,0
7,0,8,5,0
7,0,8,5,0
6,0,7,5,0
6,0,7,6,0
7,0,7,5,9
6,0,7,5,0
7,9,8,6,0
7,0,8,5,0
7,9,7,7,2
7,0,7,5,0
5,0,7,6,0
7,0,8,5,0
7,9,7,6,5
7,0,8,5,0
3,9,7,6,0
4,0,7,5,0
7,0,8,4,8
6,0,7,6,0
6,9,7,6,0
6,9,8,6,0
7,9,7,6,0
6,0,7,5,0
7,0,7,5,0
7,0,7,5,1
7,0,8,5,1
6,9,8,5,0
7,9,7,6,0
7,9,8,6,0
5,9,8,6,0
7,9,7,5,9
6,0,8,6,0
7,0,8,6,0
7,9,8,6,0
7,9,8,6,0
7,0,8,5,0
6,9,8,6,0
6,0,7,6,0
5,0,7,6,0
7,9,8,5,1
7,9,7,6,9
6,9,7,6,0
6,0,8,6,0
7,9,8,5,9
6,0,7,9,9
7,9,7,6,3
7,0,8,5,0
7,9,7,6,0
6,0,7,5,0
7,0,8,5,0
6,0,8,6,0
6,0,7,5,5
6,0,8,5,0
5,0,8,6,0
7,9,8,5,9
7,0,8,6,0
6,0,8,5,0
6,9,8,6,0
6,9,7,6,0
6,0,8,6,0
6,0,7,6,9
7,0,8,5,1
7,0,8,5,0
6,9,8,6,0
7,0,8,5,4
7,0,8,5,4
7,0,8,5,0
6,0,8,5,0
6,0,7,5,0
5,9,8,5,0
4,9,7,5,9
7,9,7,6,0
6,9,8,6,0
7,0,7,6,0
3,0,7,5,0
7,0,8,6,0
7,0,7,5,0
7,0,8,5,4
7,9,7,6,7
7,9,7,6,4
7,9,7,5,9
7,0,7,6,0
7,0,8,5,0
7,0,7,5,0
7,9,7,6,0
1,9,8,6,0
7,9,8,6,0
6,0,7,6,1
7,0,7,5,2
7,9,8,6,0
7,9,7,6,0
7,0,7,5,9
6,9,8,6,0
7,9,8,5,2
6,9,8,6,0
6,0,8,5,0
7,9,8,5,6
7,0,7,5,0
7,0,8,6,1
7,0,8,6,0
5,0,8,5,1
6,0,7,5,0
7,9,7,5,7
7,9,8,8,0
7,9,8,5,4
7,0,8,5,3
6,9,8,6,0
7,0,8,6,0
7,9,7,5,3
5,0,7,5,0
7,0,7,5,0
6,9,8,6,0
7,9,7,6,0
7,9,8,5,0
6,9,7,6,0
6,0,8,5,1
7,9,7,6,9
4,0,7,5,0
7,0,7,5,3
7,0,8,5,0
7,0,8,5,0
6,9,8,6,1
7,0,7,6,0
7,9,7,6,0
7,0,7,5,0
6,0,7,6,0
7,0,7,6,0
7,9,8,6,1
6,0,8,5,3
6,0,7,6,0
6,0,7,5,0
7,0,7,5,0
7,0,7,5,9
7,0,8,5,0
7,9,7,6,2
7,9,7,6,0
7,0,8,5,0
7,9,8,6,0
7,9,8,7,0
6,9,7,6,0
7,0,7,5,0
7,9,7,5,5
7,9,7,6,0
7,9,8,6,0
3,0,8,6,0
7,9,7,5,3
5,0,7,6,0
7,0,7,5,9
5,0,7,6,0
6,0,8,5,6
7,0,8,5,0
6,9,7,6,0
7,9,7,6,0
6,9,7,6,0
7,9,7,6,0
6,0,8,6,0
7,0,8,5,0
7,0,8,5,0
6,0,7,6,0
7,9,7,6,0
7,0,8,5,0
7,0,8,5,9
6,9,8,6,0
6,0,8,5,0
4,9,8,6,0
7,9,7,6,0
7,9,8,6,0
7,9,8,6,9
7,0,7,5,0
7,0,8,6,0
6,0,8,6,0
6,0,7,5,0
7,0,8,5,0
7,0,8,5,0
7,9,8,6,0
7,0,8,5,0
7,0,8,5,1
7,0,8,5,0
7,0,7,5,0
4,0,8,5,0
7,9,8,6,9
7,0,7,5,0
7,9,7,6,0
6,9,8,6,0
7,9,7,6,1
7,0,8,5,0
6,0,8,6,0
6,9,7,6,0
6,0,7,6,0
5,0,8,6,0
6,0,8,5,0
7,0,8,5,0
5,0,7,6,0
7,0,8,5,0
5,0,8,5,9
7,9,8,6,0
5,9,8,6,0
7,9,7,5,0
6,0,7,6,0
7,0,8,5,9
3,0,7,5,0
7,9,7,5,9
7,0,8,5,0
7,9,8,6,0
6,9,7,6,0
7,0,7,5,0
7,9,8,6,2
7,0,7,5,0
5,0,8,6,0
6,0,8,5,1
7,0,8,5,0
7,0,8,6,0
6,9,7,6,3
6,9,8,6,0
6,0,8,6,0
6,9,7,6,1
7,0,8,5,0
6,0,8,6,0
7,0,7,6,0
7,9,8,7,0
6,0,8,6,0
6,9,7,6,0
5,0,7,5,9
7,9,7,6,0
7,0,8,6,0
7,0,7,5,9
4,0,7,5,0
7,0,8,6,0
6,0,8,5,9
7,9,7,6,2
7,9,8,6,0
7,0,8,5,1
7,0,7,6,0
4,9,8,5,0
6,9,8,6,1
7,0,8,6,0
5,0,7,6,0
6,0,7,6,0
5,0,8,5,0
6,0,8,5,0
7,9,8,5,9
7,9,7,6,0
6,9,7,5,0
6,9,8,6,0
7,9,8,6,0
6,0,7,6,9
7,9,7,6,0
5,9,7,6,0
7,9,7,7,3
7,9,7,5,0
7,9,8,6,0
7,0,8,5,0
5,0,8,4,0
5,9,8,6,0
6,0,7,5,0
7,9,7,6,0
5,0,7,6,0
7,0,8,5,9
7,0,7,6,0
6,0,7,6,0
4,9,7,6,0
5,9,8,6,0
7,0,8,5,0
7,0,8,5,0
7,0,8,5,1
7,9,7,6,0
6,9,7,6,4
7,0,7,5,0
7,0,8,5,1
5,9,7,6,0
7,0,8,5,5
5,9,7,6,0
7,9,7,6,1
7,9,7,6,6
6,9,7,6,0
7,0,9,6,0
6,0,7,5,0
6,0,7,5,0
5,0,8,5,0
7,9,8,5,4
6,0,7,5,1
7,0,7,5,0
7,0,7,5,0
7,0,7,5,0
7,9,7,6,9
7,0,8,5,2
7,9,8,6,0
7,0,8,5,0
7,9,8,6,0
7,0,8,5,0
7,9,8,5,5
5,0,7,5,0
7,0,8,5,0
7,9,8,6,9
5,0,7,5,0
5,9,7,6,0
5,9,7,6,0
7,0,8,5,0
6,9,7,6,0
7,9,8,6,0
7,9,8,6,9
7,0,8,5,0
7,0,8,5,0
7,9,8,6,9
7,0,8,5,9
6,0,8,6,0
7,0,8,5,0
5,0,8,6,0
5,0,7,6,0
7,0,7,5,0
7,9,8,6,5
6,9,7,6,0
5,9,8,6,0
7,0,7,5,8
7,0,7,6,0
7,0,7,5,1
