member_0,member_1,member_2,member_3,member_4
0,8,7,0,7
0,8,7,0,6
0,8,6,0,7
9,8,8,6,7
9,8,8,7,6
0,8,7,7,7
9,6,8,0,7
9,7,7,6,6
0,8,7,0,7
0,8,7,0,7
0,8,7,0,6
0,8,7,0,6
0,8,7,0,6
0,8,7,0,7
0,8,7,7,7
9,7,7,6,7
9,8,7,0,7
9,7,7,5,6
0,8,7,0,6
0,8,7,0,7
0,8,0,0,7
9,6,7,0,7
0,8,6,7,7
0,8,7,0,6
0,6,7,6,6
0,8,7,0,6
0,6,7,0,7
9,8,8,6,7
0,6,7,5,6
9,8,8,6,7
0,6,8,0,7
0,8,7,0,7
0,6,7,6,7
9,6,8,0,7
0,4,7,6,6
9,8,7,0,6
0,8,8,0,6
9,8,7,0,6
0,8,7,0,6
0,6,7,0,7
0,4,7,4,6
0,6,9,0,7
9,3,7,0,6
0,6,8,0,7
9,8,6,0,6
0,8,7,0,7
9,3,7,0,6
9,8,8,6,7
9,7,7,6,7
9,6,8,0,7
9,6,7,0,7
9,8,7,0,7
9,6,8,0,7
0,6,7,6,6
9,3,7,0,6
0,8,7,0,6
0,6,7,0,7
9,6,8,0,7
9,7,7,5,6
0,8,7,0,6
0,8,7,0,7
0,8,7,0,7
9,3,7,0,6
9,8,7,7,6
0,6,7,0,7
0,8,7,0,7
0,6,7,5,6
0,8,7,0,6
9,6,8,0,7
9,6,8,0,7
0,6,7,0,7
0,6,7,0,7
0,8,7,0,7
9,8,7,0,7
0,8,7,0,7
9,8,7,0,7
9,7,7,6,6
0,8,7,0,7
0,8,6,0,6
0,8,7,0,6
0,6,9,6,7
0,6,7,6,6
9,8,8,0,7
0,6,8,0,7
0,8,7,0,7
0,8,8,0,7
0,6,7,0,7
0,6,9,0,7
0,8,7,7,7
0,8,8,0,7
9,8,7,0,7
0,6,7,5,6
0,8,7,0,7
0,6,8,0,7
0,8,7,0,7
0,5,7,4,6
0,8,7,7,7
8,0,7,0,6
0,8,7,0,7
0,8,7,0,6
9,6,8,0,7
9,7,7,0,7
0,6,7,0,7
0,6,5,6,7
0,4,7,4,6
0,8,8,0,6
0,8,7,0,6
0,4,8,6,6
0,8,7,0,7
9,8,6,4,6
9,8,7,0,7
0,4,7,4,6
0,4,8,4,6
8,8,7,7,7
0,6,7,6,6
9,7,7,6,6
0,6,8,0,7
0,6,7,6,6
0,6,7,0,7
0,4,7,4,6
9,6,9,0,7
0,6,7,6,6
0,8,7,6,7
9,8,7,7,6
0,4,8,6,6
0,8,7,0,7
9,8,8,7,6
0,4,7,4,6
9,3,7,0,6
0,6,7,6,6
6,7,7,6,6
9,8,9,7,6
0,6,7,0,7
9,8,7,0,7
0,8,7,0,7
0,6,7,0,7
0,8,7,0,6
9,7,7,6,6
0,8,8,0,7
0,6,7,6,7
9,7,6,6,6
0,6,7,6,6
0,8,7,0,6
9,8,7,0,6
9,6,7,0,7
0,8,7,0,6
9,8,7,0,6
0,4,8,6,6
0,8,9,0,6
9,7,7,6,7
0,6,7,5,6
0,8,9,7,7
0,6,7,5,6
0,8,6,0,6
9,7,7,6,7
0,4,8,6,6
9,8,7,0,6
9,8,8,6,7
9,8,8,0,7
9,8,8,6,7
0,8,7,0,7
0,4,7,4,6
9,8,7,0,7
0,6,9,0,7
8,0,7,0,6
0,6,8,0,7
0,4,8,4,6
0,6,7,6,6
0,8,7,0,7
0,8,6,0,7
0,6,8,0,7
0,6,7,6,6
0,8,7,0,7
0,8,7,0,6
9,6,7,0,7
0,6,8,0,7
0,8,7,0,7
0,4,7,4,6
0,4,7,6,6
0,8,7,0,7
0,8,7,0,7
9,8,7,0,7
0,8,7,0,6
9,8,8,7,7
0,8,7,0,6
9,7,7,6,7
9,3,7,0,6
0,8,7,0,7
0,4,7,6,6
0,6,7,0,7
0,8,7,0,7
0,8,4,0,7
0,8,4,0,7
0,8,8,0,7
0,6,9,6,7
0,8,7,0,6
0,8,5,0,7
0,8,6,0,6
0,8,7,0,6
9,8,7,0,7
9,7,7,6,7
0,8,7,0,7
0,8,8,0,7
0,6,8,0,7
9,8,8,6,7
0,8,7,0,6
0,6,7,5,6
0,8,7,0,7
0,8,7,0,7
0,4,8,4,6
0,8,8,0,7
0,4,7,4,6
0,6,7,6,7
9,7,7,6,6
9,6,7,0,7
9,8,8,6,7
0,8,7,0,6
0,6,7,0,7
0,8,6,0,6
9,7,7,0,7
9,4,7,0,6
0,8,7,0,7
0,6,7,0,7
0,6,7,4,6
9,2,7,0,6
9,8,7,0,7
9,0,7,0,6
9,3,8,0,6
0,4,8,6,6
9,8,7,0,6
0,6,8,6,7
0,8,7,0,6
0,8,7,0,6
0,8,8,7,7
9,8,7,7,6
0,8,6,0,7
0,4,7,4,6
0,6,7,6,6
0,8,7,0,6
0,8,7,0,7
0,6,8,0,7
0,4,8,4,6
0,6,7,0,7
0,8,6,0,7
9,8,7,0,7
0,8,7,0,6
9,8,8,7,6
0,8,7,0,6
9,7,7,6,7
0,8,7,0,6
9,2,7,0,6
4,8,7,7,6
0,4,8,6,6
0,8,7,0,7
0,4,8,6,6
0,8,7,0,7
9,8,9,7,6
9,8,7,0,7
0,5,7,4,6
0,8,9,0,7
0,8,6,0,6
9,7,7,6,7
9,8,7,0,6
0,6,6,0,7
0,4,7,4,6
0,6,7,6,6
9,6,8,0,7
9,7,7,6,6
9,6,9,0,7
0,4,7,4,6
0,8,8,0,6
0,8,8,0,7
0,6,7,0,7
0,8,7,0,7
0,6,8,0,7
0,4,7,4,6
0,6,8,0,7
0,8,7,0,6
0,6,8,0,7
0,8,7,0,6
0,8,6,0,7
9,8,8,6,7
0,8,7,0,6
9,7,7,6,6
0,8,7,0,6
0,8,7,0,7
9,8,7,7,6
0,6,7,6,6
9,7,7,6,6
0,6,7,6,6
9,8,7,0,7
9,8,7,7,6
9,4,7,0,6
0,8,9,0,7
0,8,9,0,6
0,8,0,0,7
0,8,7,0,6
9,6,8,0,7
0,8,7,0,6
0,6,8,6,7
0,8,9,0,7
9,7,7,6,7
0,8,9,6,7
0,8,6,0,7
0,6,7,5,6
0,8,7,0,7
0,6,8,0,7
0,6,8,0,7
0,8,7,0,6
0,8,9,0,7
9,7,7,6,6
0,6,7,0,7
0,8,7,0,6
0,5,7,4,6
0,8,8,0,6
0,6,7,0,7
0,8,9,0,6
0,8,7,0,7
0,6,8,6,7
0,6,8,6,7
0,8,7,0,6
0,8,7,0,6
0,8,8,0,7
9,8,8,6,7
0,8,7,0,6
9,8,7,0,6
0,8,7,0,7
0,8,8,0,6
0,8,7,0,6
0,6,7,0,7
0,4,7,4,6
0,6,7,0,7
0,8,7,0,7
0,6,9,0,7
0,6,8,0,7
0,8,7,0,7
0,8,9,0,7
0,8,7,0,6
0,8,6,0,6
9,4,8,0,6
0,6,7,0,7
0,6,7,5,6
9,8,7,7,7
0,8,7,0,7
9,6,7,0,7
0,8,7,0,6
9,8,7,0,7
0,6,7,0,7
0,8,7,0,6
0,6,7,6,6
9,2,8,4,6
0,8,7,0,6
0,8,6,0,7
0,8,5,0,7
0,5,7,4,6
9,6,8,0,7
0,6,8,0,7
0,6,7,6,6
0,6,7,6,6
0,8,7,0,6
0,8,7,0,7
9,6,8,0,7
9,8,7,0,7
0,6,7,5,6
0,8,9,0,7
0,8,0,0,7
9,8,8,0,7
0,8,8,7,7
9,8,7,6,7
9,8,1,0,7
9,8,7,0,6
9,7,7,6,6
0,6,7,5,6
0,6,9,0,7
9,8,7,0,7
0,6,7,0,7
0,8,6,0,7
0,6,6,0,7
9,8,7,0,7
0,6,8,6,7
0,8,7,0,6
0,6,8,0,7
9,8,7,0,6
9,8,7,0,7
0,8,7,0,7
9,6,8,0,7
0,8,7,0,6
0,8,7,0,7
9,7,7,0,7
0,8,7,0,6
0,8,7,0,6
9,8,7,0,6
0,8,7,0,7
0,6,7,6,6
9,8,7,0,6
0,6,8,0,7
0,8,6,0,6
9,8,7,0,6
0,8,7,0,7
0,8,4,0,6
0,4,7,4,6
0,6,9,0,7
0,6,7,6,6
0,4,7,6,6
9,7,7,6,7
9,8,7,0,6
0,6,7,0,7
0,6,7,6,6
0,6,7,0,7
0,8,8,7,7
9,8,7,0,6
0,8,8,0,6
0,8,7,0,6
0,8,7,0,7
9,8,9,7,7
0,8,7,0,6
0,8,7,0,7
0,8,7,0,6
0,8,7,0,6
0,6,8,0,7
0,8,7,0,7
9,8,8,7,7
0,4,7,4,6
9,8,6,0,7
0,8,7,7,7
0,8,7,0,7
0,8,6,0,7
0,8,3,0,6
0,8,7,0,6
0,6,7,0,7
0,6,7,0,7
0,6,9,0,7
9,8,7,0,6
0,6,8,0,7
9,8,7,0,7
0,6,8,0,7
9,8,7,7,6
0,6,7,6,6
0,6,7,5,6
0,6,9,6,7
9,6,8,0,7
0,8,7,0,7
0,8,8,0,6
0,8,8,0,6
9,8,7,0,7
0,8,7,0,7
0,8,7,0,6
0,6,7,5,6
9,8,7,0,7
0,8,7,0,6
0,6,8,0,7
0,8,4,7,7
0,8,6,0,6
0,8,7,0,7
0,7,7,4,6
0,6,8,6,7
0,4,7,4,6
9,1,7,0,6
9,8,7,0,7
0,8,8,7,7
9,8,6,4,6
9,8,7,7,6
0,8,7,0,7
0,8,7,0,7
0,8,7,0,7
9,7,7,6,6
9,8,7,0,7
9,8,7,6,7
0,8,7,0,6
9,8,7,0,6
0,4,7,4,6
9,8,7,6,7
9,8,7,7,6
0,8,7,0,7
0,8,6,0,6
9,4,8,0,6
0,6,7,6,6
0,6,8,6,7
0,8,9,0,7
0,6,6,7,7
0,6,7,0,7
9,8,7,0,7
9,6,7,0,7
0,8,7,6,7
0,8,7,0,6
0,5,7,4,6
0,6,8,0,7
9,7,7,5,6
0,7,7,4,6
0,6,8,6,7
0,6,8,0,7
0,6,6,6,6
0,8,7,0,6
0,8,8,0,7
0,8,7,0,6
0,8,7,0,6
9,3,7,0,6
0,8,7,0,7
0,8,7,0,7
9,8,6,0,6
0,6,6,6,6
0,8,7,0,6
0,5,7,4,6
0,8,7,0,7
0,4,9,6,6
0,6,7,0,7
9,3,7,0,6
9,7,7,6,6
0,8,9,0,6
0,6,8,0,7
9,8,9,7,7
0,8,7,0,7
9,8,7,0,6
0,8,8,0,7
0,8,7,0,7
0,8,7,0,7
0,6,7,5,6
0,8,6,0,6
9,8,8,0,7
0,6,8,6,7
0,6,9,0,7
0,8,7,0,6
0,8,7,0,6
0,8,7,0,6
9,6,7,0,7
0,6,7,0,7
9,7,7,6,7
0,8,7,0,7
0,8,7,0,6
0,6,8,6,7
0,4,7,6,6
0,8,7,7,7
0,8,6,0,7
9,7,4,5,6
0,4,7,4,6
9,7,7,6,6
0,8,7,0,6
0,8,7,0,6
0,6,7,0,7
9,7,7,6,6
0,6,7,0,7
0,8,7,0,6
0,8,7,0,6
0,8,6,0,6
9,8,7,0,6
9,8,7,0,6
0,6,8,0,7
0,8,7,0,6
9,6,8,0,7
0,6,7,0,7
0,6,8,0,7
0,8,7,0,6
0,8,7,0,7
0,4,9,4,6
9,8,7,0,6
9,6,7,0,7
9,8,7,7,7
0,4,7,6,6
0,6,7,0,7
9,8,7,6,7
0,6,8,0,7
0,8,6,0,6
0,8,7,0,7
0,6,7,0,7
0,8,7,0,7
9,4,7,0,6
0,6,7,0,7
0,8,7,0,7
0,6,8,0,7
9,8,7,0,6
0,5,7,4,6
0,6,5,7,7
0,4,7,4,6
9,6,9,0,7
0,6,8,0,7
0,8,7,0,6
0,6,7,0,7
9,8,6,0,7
0,6,9,0,7
9,8,7,0,7
9,7,7,6,6
0,4,8,6,6
0,6,7,6,6
0,8,9,0,7
0,8,7,0,6
0,5,7,4,6
0,8,8,0,7
0,5,7,4,6
0,6,8,6,7
8,3,8,0,6
9,2,7,4,6
0,6,7,0,7
9,7,7,6,6
0,9,7,6,6
0,6,7,0,7
0,8,7,0,7
9,4,8,0,6
0,6,7,6,6
9,8,7,0,7
9,8,6,0,7
0,8,7,0,6
0,6,8,0,7
9,8,7,7,6
0,8,7,0,6
0,8,8,0,7
9,8,2,4,6
0,8,7,0,7
0,6,8,6,7
0,8,8,0,7
0,6,7,0,7
9,7,7,6,7
0,8,6,0,7
0,8,7,0,7
0,8,7,0,6
9,8,8,6,7
9,8,7,7,6
0,8,8,0,7
0,8,7,0,6
9,8,7,0,7
9,6,7,0,7
0,8,7,4,6
0,8,7,0,7
0,8,7,0,6
9,0,7,0,6
9,8,7,0,7
0,8,9,0,7
0,6,7,7,7
0,9,7,4,6
0,6,7,0,7
0,4,9,6,6
0,8,7,0,6
0,8,7,0,6
9,7,7,6,7
9,8,7,0,7
0,8,7,0,6
9,8,7,0,6
0,4,8,6,6
9,6,7,0,7
0,8,7,0,6
0,8,7,0,7
0,8,7,0,7
6,7,7,6,6
0,6,8,0,7
0,8,6,0,7
0,8,7,0,6
0,8,7,0,7
0,9,7,4,6
0,6,7,6,6
0,8,7,0,7
0,8,7,0,7
0,8,7,0,6
0,6,7,6,6
7,8,7,7,6
0,8,6,0,7
9,8,7,0,6
0,6,8,0,7
9,8,7,0,7
9,8,7,0,7
0,6,9,0,7
0,8,7,0,6
9,7,5,6,7
9,8,7,0,7
9,8,8,0,7
0,6,8,6,7
9,8,7,0,6
9,7,7,6,7
0,6,7,6,6
9,6,7,0,7
0,6,7,0,7
0,8,7,0,6
9,7,7,6,7
0,8,7,0,7
9,8,7,0,6
9,3,7,0,6
9,8,7,0,7
0,8,9,7,7
0,6,8,0,7
0,6,0,7,7
0,8,7,0,7
0,8,8,0,7
0,6,9,6,7
0,9,7,4,6
9,8,7,0,6
9,6,7,0,7
9,3,8,0,6
0,8,9,7,7
9,8,7,0,6
9,8,7,7,6
0,5,7,4,6
0,8,7,0,6
0,4,9,6,6
0,6,7,6,6
0,8,8,0,6
9,6,9,0,7
0,4,7,4,6
0,8,6,0,7
0,4,7,6,6
0,8,7,0,6
9,2,7,0,6
0,6,8,0,7
0,8,6,0,6
0,8,8,0,6
0,8,5,0,7
0,8,7,0,6
9,6,8,0,7
0,6,7,7,7
9,6,8,0,7
0,8,7,0,7
9,6,9,0,7
0,6,7,0,7
9,8,7,7,6
9,4,7,0,6
0,8,7,0,7
0,8,7,7,7
0,6,7,0,7
0,8,7,0,6
0,8,7,7,7
0,8,7,0,6
0,8,6,0,7
9,8,7,0,6
0,4,8,6,6
0,8,7,0,6
0,6,7,5,6
0,8,7,0,6
0,8,7,0,6
0,6,8,0,7
9,3,7,0,6
0,8,7,0,6
0,8,7,0,6
0,6,8,0,7
0,8,9,0,7
9,8,8,6,7
0,8,6,0,7
0,8,8,0,6
0,8,7,0,6
0,6,8,6,7
0,8,8,0,6
0,8,7,0,7
9,6,8,0,7
0,6,8,0,7
0,6,7,6,6
9,8,9,0,7
0,8,0,0,7
9,8,7,0,7
9,8,7,0,7
9,6,9,0,7
0,8,7,0,6
0,8,7,0,6
0,8,7,0,6
0,8,7,7,7
9,8,7,0,7
0,8,7,0,6
0,6,7,0,7
9,8,7,0,6
0,6,2,0,7
0,8,7,0,6
0,8,6,0,7
9,7,7,5,6
0,8,9,0,7
9,7,5,5,6
0,6,9,0,7
9,8,7,0,7
0,6,7,0,7
9,6,8,0,7
0,8,7,0,6
0,6,7,0,7
0,6,7,0,7
9,8,7,0,6
0,4,8,6,6
0,8,7,0,7
0,8,7,0,6
0,8,7,0,6
9,7,7,6,7
9,8,7,6,7
9,6,8,0,7
0,6,7,6,6
0,6,8,6,7
9,8,8,6,7
9,6,7,0,7
0,8,7,0,6
9,8,7,7,6
0,8,0,0,6
0,8,7,0,6
9,2,7,0,6
9,7,7,6,6
9,8,7,0,7
0,8,8,0,7
0,8,9,0,7
0,6,6,0,7
8,8,7,7,7
0,6,2,0,7
0,6,7,0,7
0,8,8,0,7
9,6,8,0,7
9,8,7,0,6
9,8,7,0,6
0,6,7,6,6
9,7,7,6,7
9,7,7,6,7
0,8,7,0,6
0,6,4,0,7
0,8,6,0,7
0,4,9,4,6
9,6,8,0,7
0,8,9,0,7
0,8,8,7,7
9,8,7,0,7
9,8,7,0,7
9,8,7,0,6
0,4,7,6,6
0,8,7,0,7
0,6,7,5,6
0,6,8,6,7
0,8,7,0,6
9,7,7,5,6
9,3,7,0,6
9,8,7,0,7
0,6,7,7,7
0,8,4,0,6
0,6,9,6,7
9,8,7,7,7
9,6,7,0,7
0,6,7,6,6
0,8,8,0,7
0,4,7,4,6
0,4,7,4,6
0,8,7,0,7
0,6,7,0,7
0,8,7,0,6
9,6,9,0,7
9,7,7,6,6
0,6,8,0,7
0,8,7,0,6
0,6,7,6,6
0,8,7,0,7
9,6,9,0,7
0,8,7,0,7
9,3,8,0,6
0,8,8,0,7
0,6,7,0,7
9,8,7,0,6
